"STATISTIC Label","Year","Type of Cattle","Region and County","UNIT","VALUE"
"Number of Cattle in June","2019","Cows","State","000 Head","2504.5"
"Number of Cattle in June","2019","Cows","Northern and Western","000 Head","570"
"Number of Cattle in June","2019","Cows","Border","000 Head","275.7"
"Number of Cattle in June","2019","Cows","Leitrim","000 Head","25.4"
"Number of Cattle in June","2019","Cows","Sligo","000 Head","38.6"
"Number of Cattle in June","2019","Cows","Cavan","000 Head","82.1"
"Number of Cattle in June","2019","Cows","Donegal","000 Head","61.6"
"Number of Cattle in June","2019","Cows","Monaghan","000 Head","68.1"
"Number of Cattle in June","2019","Cows","West","000 Head","294.3"
"Number of Cattle in June","2019","Cows","Galway","000 Head","138.8"
"Number of Cattle in June","2019","Cows","Mayo","000 Head","93.3"
"Number of Cattle in June","2019","Cows","Roscommon","000 Head","62.2"
"Number of Cattle in June","2019","Cows","Southern","000 Head","1466.7"
"Number of Cattle in June","2019","Cows","Mid-West","000 Head","490.2"
"Number of Cattle in June","2019","Cows","Clare","000 Head","104.2"
"Number of Cattle in June","2019","Cows","Limerick","000 Head","155.1"
"Number of Cattle in June","2019","Cows","Tipperary","000 Head","230.9"
"Number of Cattle in June","2019","Cows","South-East","000 Head","374.9"
"Number of Cattle in June","2019","Cows","Carlow","000 Head","32.1"
"Number of Cattle in June","2019","Cows","Kilkenny","000 Head","125.4"
"Number of Cattle in June","2019","Cows","Wexford","000 Head","111.3"
"Number of Cattle in June","2019","Cows","Waterford","000 Head","106"
"Number of Cattle in June","2019","Cows","South-West","000 Head","601.6"
"Number of Cattle in June","2019","Cows","Cork","000 Head","453.5"
"Number of Cattle in June","2019","Cows","Kerry","000 Head","148.2"
"Number of Cattle in June","2019","Cows","Eastern and Midland","000 Head","467.8"
"Number of Cattle in June","2019","Cows","Dublin","000 Head","6.7"
"Number of Cattle in June","2019","Cows","Dublin and Mid-East","000 Head","220.9"
"Number of Cattle in June","2019","Cows","Kildare","000 Head","37.8"
"Number of Cattle in June","2019","Cows","Louth","000 Head","29.5"
"Number of Cattle in June","2019","Cows","Meath","000 Head","100.9"
"Number of Cattle in June","2019","Cows","Wicklow","000 Head","45.9"
"Number of Cattle in June","2019","Cows","Midland","000 Head","246.9"
"Number of Cattle in June","2019","Cows","Laois","000 Head","77.8"
"Number of Cattle in June","2019","Cows","Longford","000 Head","35.5"
"Number of Cattle in June","2019","Cows","Offaly","000 Head","64.4"
"Number of Cattle in June","2019","Cows","Westmeath","000 Head","69.2"
"Number of Cattle in June","2019","Dairy cows","State","000 Head","1504.8"
"Number of Cattle in June","2019","Dairy cows","Northern and Western","000 Head","172.2"
"Number of Cattle in June","2019","Dairy cows","Border","000 Head","107.5"
"Number of Cattle in June","2019","Dairy cows","Leitrim","000 Head","1.9"
"Number of Cattle in June","2019","Dairy cows","Sligo","000 Head","8.1"
"Number of Cattle in June","2019","Dairy cows","Cavan","000 Head","38.7"
"Number of Cattle in June","2019","Dairy cows","Donegal","000 Head","22.1"
"Number of Cattle in June","2019","Dairy cows","Monaghan","000 Head","36.6"
"Number of Cattle in June","2019","Dairy cows","West","000 Head","64.7"
"Number of Cattle in June","2019","Dairy cows","Galway","000 Head","38"
"Number of Cattle in June","2019","Dairy cows","Mayo","000 Head","18.4"
"Number of Cattle in June","2019","Dairy cows","Roscommon","000 Head","8.2"
"Number of Cattle in June","2019","Dairy cows","Southern","000 Head","1085.2"
"Number of Cattle in June","2019","Dairy cows","Mid-West","000 Head","327.7"
"Number of Cattle in June","2019","Dairy cows","Clare","000 Head","33.7"
"Number of Cattle in June","2019","Dairy cows","Limerick","000 Head","118.8"
"Number of Cattle in June","2019","Dairy cows","Tipperary","000 Head","175.1"
"Number of Cattle in June","2019","Dairy cows","South-East","000 Head","276.6"
"Number of Cattle in June","2019","Dairy cows","Carlow","000 Head","16.7"
"Number of Cattle in June","2019","Dairy cows","Kilkenny","000 Head","93.5"
"Number of Cattle in June","2019","Dairy cows","Wexford","000 Head","80"
"Number of Cattle in June","2019","Dairy cows","Waterford","000 Head","86.4"
"Number of Cattle in June","2019","Dairy cows","South-West","000 Head","480.9"
"Number of Cattle in June","2019","Dairy cows","Cork","000 Head","379.3"
"Number of Cattle in June","2019","Dairy cows","Kerry","000 Head","101.6"
"Number of Cattle in June","2019","Dairy cows","Eastern and Midland","000 Head","247.4"
"Number of Cattle in June","2019","Dairy cows","Dublin","000 Head","2.9"
"Number of Cattle in June","2019","Dairy cows","Dublin and Mid-East","000 Head","128.5"
"Number of Cattle in June","2019","Dairy cows","Kildare","000 Head","18.9"
"Number of Cattle in June","2019","Dairy cows","Louth","000 Head","17.8"
"Number of Cattle in June","2019","Dairy cows","Meath","000 Head","64"
"Number of Cattle in June","2019","Dairy cows","Wicklow","000 Head","24.9"
"Number of Cattle in June","2019","Dairy cows","Midland","000 Head","118.9"
"Number of Cattle in June","2019","Dairy cows","Laois","000 Head","46"
"Number of Cattle in June","2019","Dairy cows","Longford","000 Head","10.2"
"Number of Cattle in June","2019","Dairy cows","Offaly","000 Head","33.2"
"Number of Cattle in June","2019","Dairy cows","Westmeath","000 Head","29.6"
"Number of Cattle in June","2019","Other cows","State","000 Head","999.7"
"Number of Cattle in June","2019","Other cows","Northern and Western","000 Head","397.8"
"Number of Cattle in June","2019","Other cows","Border","000 Head","168.2"
"Number of Cattle in June","2019","Other cows","Leitrim","000 Head","23.5"
"Number of Cattle in June","2019","Other cows","Sligo","000 Head","30.5"
"Number of Cattle in June","2019","Other cows","Cavan","000 Head","43.3"
"Number of Cattle in June","2019","Other cows","Donegal","000 Head","39.4"
"Number of Cattle in June","2019","Other cows","Monaghan","000 Head","31.5"
"Number of Cattle in June","2019","Other cows","West","000 Head","229.6"
"Number of Cattle in June","2019","Other cows","Galway","000 Head","100.8"
"Number of Cattle in June","2019","Other cows","Mayo","000 Head","74.9"
"Number of Cattle in June","2019","Other cows","Roscommon","000 Head","54"
"Number of Cattle in June","2019","Other cows","Southern","000 Head","381.6"
"Number of Cattle in June","2019","Other cows","Mid-West","000 Head","162.5"
"Number of Cattle in June","2019","Other cows","Clare","000 Head","70.5"
"Number of Cattle in June","2019","Other cows","Limerick","000 Head","36.2"
"Number of Cattle in June","2019","Other cows","Tipperary","000 Head","55.8"
"Number of Cattle in June","2019","Other cows","South-East","000 Head","98.3"
"Number of Cattle in June","2019","Other cows","Carlow","000 Head","15.4"
"Number of Cattle in June","2019","Other cows","Kilkenny","000 Head","31.9"
"Number of Cattle in June","2019","Other cows","Wexford","000 Head","31.4"
"Number of Cattle in June","2019","Other cows","Waterford","000 Head","19.6"
"Number of Cattle in June","2019","Other cows","South-West","000 Head","120.8"
"Number of Cattle in June","2019","Other cows","Cork","000 Head","74.2"
"Number of Cattle in June","2019","Other cows","Kerry","000 Head","46.5"
"Number of Cattle in June","2019","Other cows","Eastern and Midland","000 Head","220.4"
"Number of Cattle in June","2019","Other cows","Dublin","000 Head","3.9"
"Number of Cattle in June","2019","Other cows","Dublin and Mid-East","000 Head","92.4"
"Number of Cattle in June","2019","Other cows","Kildare","000 Head","18.9"
"Number of Cattle in June","2019","Other cows","Louth","000 Head","11.7"
"Number of Cattle in June","2019","Other cows","Meath","000 Head","36.9"
"Number of Cattle in June","2019","Other cows","Wicklow","000 Head","21"
"Number of Cattle in June","2019","Other cows","Midland","000 Head","128"
"Number of Cattle in June","2019","Other cows","Laois","000 Head","31.8"
"Number of Cattle in June","2019","Other cows","Longford","000 Head","25.3"
"Number of Cattle in June","2019","Other cows","Offaly","000 Head","31.2"
"Number of Cattle in June","2019","Other cows","Westmeath","000 Head","39.6"
"Number of Cattle in June","2019","Bulls","State","000 Head","54.9"
"Number of Cattle in June","2019","Bulls","Northern and Western","000 Head","17.4"
"Number of Cattle in June","2019","Bulls","Border","000 Head","8.1"
"Number of Cattle in June","2019","Bulls","Leitrim","000 Head","1"
"Number of Cattle in June","2019","Bulls","Sligo","000 Head","1"
"Number of Cattle in June","2019","Bulls","Cavan","000 Head","2.2"
"Number of Cattle in June","2019","Bulls","Donegal","000 Head","2"
"Number of Cattle in June","2019","Bulls","Monaghan","000 Head","1.8"
"Number of Cattle in June","2019","Bulls","West","000 Head","9.3"
"Number of Cattle in June","2019","Bulls","Galway","000 Head","4.2"
"Number of Cattle in June","2019","Bulls","Mayo","000 Head","2.9"
"Number of Cattle in June","2019","Bulls","Roscommon","000 Head","2.2"
"Number of Cattle in June","2019","Bulls","Southern","000 Head","27.3"
"Number of Cattle in June","2019","Bulls","Mid-West","000 Head","10.3"
"Number of Cattle in June","2019","Bulls","Clare","000 Head","3.4"
"Number of Cattle in June","2019","Bulls","Limerick","000 Head","2.9"
"Number of Cattle in June","2019","Bulls","Tipperary","000 Head","4"
"Number of Cattle in June","2019","Bulls","South-East","000 Head","6.7"
"Number of Cattle in June","2019","Bulls","Carlow","000 Head","0.8"
"Number of Cattle in June","2019","Bulls","Kilkenny","000 Head","2.3"
"Number of Cattle in June","2019","Bulls","Wexford","000 Head","2"
"Number of Cattle in June","2019","Bulls","Waterford","000 Head","1.6"
"Number of Cattle in June","2019","Bulls","South-West","000 Head","10.3"
"Number of Cattle in June","2019","Bulls","Cork","000 Head","7.3"
"Number of Cattle in June","2019","Bulls","Kerry","000 Head","3"
"Number of Cattle in June","2019","Bulls","Eastern and Midland","000 Head","10.2"
"Number of Cattle in June","2019","Bulls","Dublin","000 Head","0.1"
"Number of Cattle in June","2019","Bulls","Dublin and Mid-East","000 Head","4.2"
"Number of Cattle in June","2019","Bulls","Kildare","000 Head","0.9"
"Number of Cattle in June","2019","Bulls","Louth","000 Head","0.5"
"Number of Cattle in June","2019","Bulls","Meath","000 Head","1.6"
"Number of Cattle in June","2019","Bulls","Wicklow","000 Head","1.1"
"Number of Cattle in June","2019","Bulls","Midland","000 Head","5.9"
"Number of Cattle in June","2019","Bulls","Laois","000 Head","1.7"
"Number of Cattle in June","2019","Bulls","Longford","000 Head","1.2"
"Number of Cattle in June","2019","Bulls","Offaly","000 Head","1.5"
"Number of Cattle in June","2019","Bulls","Westmeath","000 Head","1.6"
"Number of Cattle in June","2019","Cattle: 2 years and over","State","000 Head","793.3"
"Number of Cattle in June","2019","Cattle: 2 years and over","Northern and Western","000 Head","201"
"Number of Cattle in June","2019","Cattle: 2 years and over","Border","000 Head","77.7"
"Number of Cattle in June","2019","Cattle: 2 years and over","Leitrim","000 Head","4.9"
"Number of Cattle in June","2019","Cattle: 2 years and over","Sligo","000 Head","12.3"
"Number of Cattle in June","2019","Cattle: 2 years and over","Cavan","000 Head","21.5"
"Number of Cattle in June","2019","Cattle: 2 years and over","Donegal","000 Head","15.1"
"Number of Cattle in June","2019","Cattle: 2 years and over","Monaghan","000 Head","23.9"
"Number of Cattle in June","2019","Cattle: 2 years and over","West","000 Head","123.3"
"Number of Cattle in June","2019","Cattle: 2 years and over","Galway","000 Head","59.7"
"Number of Cattle in June","2019","Cattle: 2 years and over","Mayo","000 Head","32.8"
"Number of Cattle in June","2019","Cattle: 2 years and over","Roscommon","000 Head","30.7"
"Number of Cattle in June","2019","Cattle: 2 years and over","Southern","000 Head","365.5"
"Number of Cattle in June","2019","Cattle: 2 years and over","Mid-West","000 Head","160.2"
"Number of Cattle in June","2019","Cattle: 2 years and over","Clare","000 Head","31.1"
"Number of Cattle in June","2019","Cattle: 2 years and over","Limerick","000 Head","49.7"
"Number of Cattle in June","2019","Cattle: 2 years and over","Tipperary","000 Head","79.3"
"Number of Cattle in June","2019","Cattle: 2 years and over","South-East","000 Head","93.9"
"Number of Cattle in June","2019","Cattle: 2 years and over","Carlow","000 Head","11.9"
"Number of Cattle in June","2019","Cattle: 2 years and over","Kilkenny","000 Head","33.6"
"Number of Cattle in June","2019","Cattle: 2 years and over","Wexford","000 Head","24.8"
"Number of Cattle in June","2019","Cattle: 2 years and over","Waterford","000 Head","23.7"
"Number of Cattle in June","2019","Cattle: 2 years and over","South-West","000 Head","111.4"
"Number of Cattle in June","2019","Cattle: 2 years and over","Cork","000 Head","84.1"
"Number of Cattle in June","2019","Cattle: 2 years and over","Kerry","000 Head","27.4"
"Number of Cattle in June","2019","Cattle: 2 years and over","Eastern and Midland","000 Head","226.8"
"Number of Cattle in June","2019","Cattle: 2 years and over","Dublin","000 Head","4.9"
"Number of Cattle in June","2019","Cattle: 2 years and over","Dublin and Mid-East","000 Head","109"
"Number of Cattle in June","2019","Cattle: 2 years and over","Kildare","000 Head","26.1"
"Number of Cattle in June","2019","Cattle: 2 years and over","Louth","000 Head","15.2"
"Number of Cattle in June","2019","Cattle: 2 years and over","Meath","000 Head","50.8"
"Number of Cattle in June","2019","Cattle: 2 years and over","Wicklow","000 Head","12.1"
"Number of Cattle in June","2019","Cattle: 2 years and over","Midland","000 Head","117.8"
"Number of Cattle in June","2019","Cattle: 2 years and over","Laois","000 Head","30.8"
